FRN,ProviderName,records,blocks
0021410840,Eagle One Wireless,1132,1132
0021411152,LakeNet LLC,28,23
0021428115,S&B Technology Consultants,3104,3104
0021445440,"TruVista Communications of Georgia, LLC",1057,1055
0021453956,"Anne Arundel Broadband, LLC",206,206
0021454806,Mid-Maine TelPlus LLC,803,737
0021463336,"American Wireless, Inc.",188,188
0021474408,NebraskaLink Holdings LLC,3426,3426
0021479167,WideRange Broadband,115,115
0021485651,Amaranthine Technology,20,20
0021487566,"Rhino Communications, Inc.",160527,160527
0021505896,"AGPRO WIRELESS, LLC",6874,6874
0021508619,Wireless Hometown Georgia,678,678
0021513668,"Computers, Electronics, Office Etc.",4193,4193
0021513825,Eric Veksler,56,53
0021517909,"Jabo Communications, LLC",2,2
0021520952,DCTexas Internet,5805,5805
0021521943,Capshaw Enterprises,189,189
0021524954,"WiSouth Networks, LLC",20,20
0021535786,"NET Broadband, Inc.",347,347
0021536958,Middle Penninsula Gateway Communications,1,1
0021551585,Innovative Financial Technologies LLC,50,50
0021554936,"Ridgetop Networks, LLC",100,100
0021637632,"Opelika Power Services, City of Opelika, AL",660,660
0021641154,NthoNet Inc.,3,3
0021644448,"Skywave Wireless, Inc.",4074,3978
0021672852,Michigan Central Broadband Company,206,206
0021683339,"24/7 Mid-Atlantic Network, LLC",8,8
0021690516,Mission Valley Communications,175,175
0021701891,AMG Technology Investment Group,82875,82875
0021710371,SBT Internet,239,239
0021730569,"Miami-Dade Broadband Coalition, LLC",7,7
0021737515,"APX Net, Inc",237,206
0021759121,"Princeton Hosted Solutions, LLC",15,15
0021759212,"Eastern Shore Communications, LLC",4826,4793
0021775820,Skybeam Acquisition Corporation,121669,121669
0021781513,Central Nevada Communications and Electric,813,813
0021785399,BlueBridge Media LLC,224,224
0021796297,"Global Net, Inc.",54,54
0021809587,NGL Connection,8,8
0021830120,Rural Farm Networks LLC,21,21
0021833611,"CTI Networks, Inc",8789,8789
0021837091,Speedwavz LLP,307,307
0021854278,"Co-Mo Comm, Inc.",6533,6533
0021882212,AirFiber,1788,1788
0021882451,"1stPoint Communications, LLC",5,5
0021887468,Liberty Cablevision of Puerto Rico LLC,31923,31923
0021908868,"Night Owl Wireless, LLC",1791,1791
0022012884,Noize Communications,5263,5263
0022033237,BounceLinx,36,36
0022068175,Orchard Wireless,13,13
0022069793,"Google Fiber Missouri, LLC",11461,11461
0022076053,KPBIZnet LLC,2102,1051
0022098099,Signal Point Telecommunications Corp.,225,211
0022113310,"Southeast Communications Services, LLC",7,7
0022115869,"Affiniti, LLC",7,7
0022131049,"Fuego Wireless, LLC",42930,42930
0022135057,"Asset Black, LLC",28,28
0022248009,David Christian,9,9
0022265102,"rNetworks, LLC",97,97
0022280762,SECOM Inc,1877,1849
0022287791,"Information and Communications Services, LLC",5,5
0022322465,Cablevision Lightpath NJ LLC,1943,1943
0022322481,Cablevision Lightpath CT LLC,346,346
0022326078,PBN LLC,522,522
0022345029,James Wilson,6325,6325
0022346357,"Vyve Broadband A, LLC",26380,25823
0022398341,"Medicine Wheel Website Design, Inc.",290,290
0022411730,AFES Network Services LLC,2850,2850
0022427892,"Google Fiber Kansas, LLC",6220,6220
0022431860,SPITwSPOTS Inc.,516,516
0022436596,Pitcairn Cable,1,1
0022453468,"North Georgia Network Cooperative, Inc.",3635,3635
0022460117,COQUITEL LLC,27,27
0022474779,Catalina Broadband Solutions LLC,126,63
0022475552,Bethesda Wireless,1,1
0022478150,Info Link Wireless,7500,7500
0022480487,"Metro Fibernet, LLC",7435,7435
0022491120,Cascades Digital Forensics LLC,1723,1723
0022492839,"Prairie Hills Wireless, LLC",392,392
0022496103,Coulee internet services company,311,311
0022502926,Everstream Solutions LLC,247,247
0022516330,TDS BAJA BROADBAND LLC,21495,17484
0022537807,Plumas-Sierra Telecommunications,306,284
0022583801,Verso Networks,193,193
0022601603,Fibre Alaska,111,37
0022605216,Total Solution Guys Inc.,113,113
0022606578,"JTM Broadband, LLC",2183,2183
0022651095,"B&B Communications, LTD",3535,3535
0022655237,Mile High Networks,282,282
0022704654,"Broadtech, Inc.",1528,1528
0022722607,Countrywide Wireless LLC,15,15
0022745335,Telegia Communications Inc.,14490,14490
0022757645,"dishNET Satellite Broadband, L.L.C.",345299,345299
0022761373,Clearnetworx LLC,7662,3831
0022767511,SkyWirez,8,8
0022791024,"MILFORD COMMUNICATIONS, LLC",171,169
0022792816,"Vivint Wireless, Inc",7439,7439
0022804173,Affiniti PA LLC,52,51
0022805444,WISPRENN,8,8
0022822746,"M-22 Internet Project, LLC",6,6
0022828727,Outback Internet LLC,3012,3012
0022840318,Leader Communications,2898,2898
0022850358,"Ultra Communications Group, LLC d/b/a NewWave Communications",6863,6863
0022859136,"Gower Computer Support, Inc",5524,5524
0022859508,Skylink Wireless Internet LLC,7,7
0022872121,Mosier WiNet,54,54
0022893499,NexGen Wireless LLC,12,12
0022904999,"San Juan Cable, Inc.",41,41
0022930671,"Tekify, LLC",6106,6106
0022940464,"Origin Networks, LLC",863,692
0022943666,Extreme Broadband,61,61
0022950745,"Chaffee County Telecom, LLC",2251,2251
0022950802,"Cibola, LLC",32979,32979
0022953814,"ITS Fiber, LLC",26,26
0022956346,Power Broadband LLC,398,398
0022969505,"Cowboy Telephone, Inc.",158,158
0022987168,FTX Networks LLC,38,38
0023005515,"Southern Plains Cable, LLC",235,225
0023014459,County of Lake,418,418
0023019771,"Salish Networks, Inc",6,2
0023027618,"The Tahlequah, LLC",48,48
0023030265,Bluespan Wireless,172,172
0023054166,Digital Example LLC,8,8
0023076508,"Midwest Energy Cooperative, Inc. dba Midwest Connections",619,619
0023076789,"Kern Valley Wireless, Inc",3,3
0023093818,In The Stix Broadband LLC,320,320
0023098668,"Balatize Broadband Services, LLC",67,67
0023107519,"MEI Telecom, Inc.",61,61
0023119613,Skywire Fiber LLC,66,66
0023179864,"Allvoitel, Inc.",20,20
0023204142,South Canaan Telephone Company,380,380
0023210248,"Athena Broadband, G.P.",5126,5126
0023249451,"Telecomp Computer Services, Inc.",62,32
0023253941,Blue Spring Broadband,25,25
0023258361,Jamestown Networks,1,1
0023265812,"Kremmling Technology Services, LLC",27,27
0023272107,Coba Systems,1503,1503
0023299233,AlignTec Incorporated,1965,1965
0023316797,"AireCast, LLC",41,41
0023329659,Last Mile Wireless,1,1
0023333917,Fiber Communications of Columbus LLC dba Optic Communications,400,400
0023352289,Signal West LLC,74,74
0023360498,Door County Broadband LLC,480,480
0023363690,Xtream Internet LLC,1194,1194
0023398134,"Google Fiber Utah, LLC",1101,1101
0023401425,The Junction Internet LLC,7749,7749
0023408651,Unwired LLC,70,70
0023419955,Rio Verde Wireless,135,135
0023449127,"Cityless Internet Services, LLC",25,25
0023468184,"Stratos Networks, LLC",5512,5512
0023478779,"REDBURN INFRASTRUCTURE, LLC",86,86
0023480676,San Diego Broadband,371,371
0023493695,Vision Network,25,25
0023521073,HPAZNET LLC,583,583
0023523582,Northwoods Communication Technologies,759,759
0023524705,All Points Broadband,11529,11529
0023593551,SightLine Wireless,8946,8946
0023608987,Northern Network Concepts,1425,1425
0023638414,Giggle Fiber LLC,1291,646
0023654213,Connected Investments,1386,1386
0023668726,Jump Wireless LLC,23,23
0023694821,"Murray Wireless Internet, Inc.",1,1
0023712284,Pinpoint Broadband Inc.,9,9
0023716145,"Smart Way Communications, LLC",10,10
0023758238,"Clarity Telecom, LLC DBA Vast Broadband",9023,8997
0023769516,"Block Line Systems, LLC",1216,1131
0023799844,Sebewaing Light and Water,104,104
0023822703,"Chesapeake Bay Communications, LLC",6,6
0023829732,"Omnispring, LLC",128,127
0023835515,Neal Silvers,2804,2804
0023840275,"Westel, LLC",127,127
0023876741,Redbird Internet Services,613,613
0023883499,"MT Networks, LLC",81,81
0023885049,Interlakes Wireless,176,176
0023896962,"Unified Communications, Inc.",3416,3416
0023910581,"XSTREAM WIRELESS, LLC",31,31
0023913866,"CCAonline, Inc",3205,3205
0023920200,"Sandhill Connextions, LLC",734,733
0023931041,"Anvil Communications, Inc.",119,119
0023933112,Hawaii Dialogix Telecom LLC,33,11
0023936198,MicroTek-Solutions LLC,1071,1071
0023952088,Tekfinity,30,30
0023958416,AlwaysOn,15,15
0023962756,"Peak WiFi, LLC",56,56
0023965510,MountainMesh,1437,1437
0023973480,"Declaration Networks Group, Inc",52,52
0023975717,"iTV-3 C/U, LLC",326,326
0023979206,Smoky Valley Internet,132,132
0023983562,Kittitas Broadband,1631,1631
0023985237,Lake Region Technology & Communications LLC,333,333
0024009813,Concord Light Broadband,518,518
0024024101,city of Ocala,1327,1327
0024025736,"Futiva, LLC",20,20
0024035909,Whitestone Community Association d/b/a Whitestone Power &  Communications,5,5
0024049215,"Surf Air Wireless, LLC",6970,6970
0024056970,"WebNX, Inc.",26,14
0024077000,"Forsyth Cablenet, LLC",620,620
0024084238,"ANTS-Technology, Inc.",2817,2817
0024094534,City of Madison Wisconsin,1115,1115
0024101222,Sooner Wireless LLC,168,168
0024109449,"BCI Mississippi Broadband, LLC",7308,7308
0024113037,New London Telephone,118,118
0024113052,Orchard Farm Telephone,58,58
0024113060,Stoutland Telephone,184,184
0024113623,Home Telephone Company,462,154
0024116964,Illinois Electric Cooperative,1828,1765
0024126690,International Power Systems LLC,20,20
0024136434,"Metropolitan Unified Fiber Network Consortium, Unincorporated Association",1115,1115
0024139974,Razer Wireless Inc.,5377,5377
0024146086,"XL Broadband, Inc.",8474,8474
0024146649,North Country Broadband,62,58
0024157745,Baraga Telephone Company Inc.,318,318
0024167280,"WorxOne Communications, LLC",146,142
0024178360,X5 OpCo LLC,27,26
0024181588,Fort Code Inc.,1616,1616
0024207474,"LightSpeed Comminications, LLC",6466,6466
0024207920,Back 40 Wireless LLC,1489,1489
0024225260,"Google Fiber Texas, LLC",1306,1306
0024285652,Hawkeye Interconnect Company,9,9
0024293565,"CommZoom, LLC",1233,1233
0024295883,WLanJV Inc.,273,273
0024351538,Smithville Systems,1,1
0024355299,Wasatch Broadband,96,96
0024361297,City of Sandersville,34,34
0024368151,DQE Communications LLC,155,155
0024372450,Router12 Networks,39,39
0024373854,Texoma Broadband,4160,4160
0024379851,"Oregon Online, LLC",1136,1136
0024382780,Consolidated Broadband Systems LLC,71,71
0024383770,"Greenlight Networks, LLC",310,310
0024391237,"Ripflo Network, LLC",37,36
0024392102,"Cape Ann Communications, Inc.",11,11
0024410698,McClure Park LLC dba McClure Services,6,6
0024432361,Bethune Company LLC. dba Freedom Broadband,162,162
0024445017,Lola Wireless,348,348
0024463929,"Fibervision, LLC",2435,2435
0024479743,"Echo Connectivity Solutions, LLC",3,3
0024532780,The Laffoon Corporation,486,486
0024591349,"Tennessee Wireless, LLC",895,895
0024673675,Nathan Johannessen,1,1
0024691859,RS Fiber Cooperative,1445,1309
0024732802,Stowe Communications LLC,390,130
0024741118,"Wisper II, LLC",1213,1213
0024746711,"Digital West Networks, Inc.",462,462
0024752842,"Legacy ISP, LLC",1844,1844
0024774556,Hilltown Networks,23,21
0024813412,SERVICE TELEPHONE COMPANY,259,259
0024813446,SALUDA MOUNTAIN TELEPHONE CO.,316,316
0024813461,BARNARDSVILLE TELEPHONE CO.,154,154
0024861908,Tristate Internet,4239,4239
0024862138,"High Mountain Farm, LLC",63,63
0024864191,PennWisp LLC,4,4
0024866006,Island Network LLC,2417,1077
0024866964,Sky Fiber Internet,1329,1008
0024912487,"Spring City Cable TV, Inc.",822,274
0024930141,"Mercury Wireless Kansas, LLC",34896,34896
0024971707,Northern Community Investment Corporation,1443,1443
0025058454,Everstream Holding Company LLC,45,45
0025132648,"Flashpoint ISP, Inc",9,9
0025151754,Mercury Wireless Indiana LLC,35371,35371
0025156720,"Northwest Programming, Inc.",19,15
0025214842,Fool Creek Wireless,20,20
0025249251,"LinOra Corp, dba Wilderness Wireless",213,213
0025279712,Spark Fiber LLC,14,14
0025286733,Neal Silvers,2804,2804
0025297086,AIRFIBER WISP LLC,21,21
0025299397,Austin Ruhl,12,12
0025300419,Voo Doo Beverage Company LLC,2,2
0025317728,Paladin Wireless LLC,2196,2196
0025325838,NETEO Inc.,19,19
0025438292,"Nedernet, Inc.",95,95
0025609058,Go Bee Wireless LLC,141,141
